id,lat,lon,name,owner,pgm,type,met,currents,waterquality,dart
"13002","21","-23" elev="0","NE Extension","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","y","n","n","n"
"13008","15","-38" elev="0","Reggae","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","y","n","n","n"
"13009","8","-38" elev="0","Lambada","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","n","n","n","n"
"13010","0","0" elev="0","Soul","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","n","n","n","n"
"14040","-8","67" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"14041","-8","55" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","y","n","n","n"
"14043","-12","67" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"14047","-4","57" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"15001","-10","-10" elev="0","Gavotte","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","n","n","n","n"
"15002","0","-10" elev="0","Java","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","y","n","n","n"
"15006","-6","-10" elev="0","Valse","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","y","n","n","n"
"15007","-6","8" elev="0","SE Extension","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","n","n","n","n"
"18ci3","41.73","-86.91" elev="176","Michigan City CG Station, IN","U.S.C.G. Marine Reporting Stations","IOOS Partners","fixed","n","n","n","n"
"20cm4","42.09","-86.49" elev="177","St. Joseph CG Station, MI","U.S.C.G. Marine Reporting Stations","IOOS Partners","fixed","n","n","n","n"
"21413","30.517","152.127" elev="0","SOUTHEAST TOKYO - 700NM ESE of Tokyo, JP","NDBC","Tsunami","dart","n","n","n","y"
"21414","48.963","178.237"," AMCHITKA - 170 NM South of Amchitka, AK","NDBC","Tsunami","dart","n","n","n","y"
"21415","50.153","171.897","ATTU - 175 NM South of Attu, AK","NDBC","Tsunami","dart","n","n","n","y"
"21416","48.11","163.435" elev="0","KAMCHATKA PENINSULA - 240NM SE of Kamchatka Peninsula, RU ","NDBC","Tsunami","dart","n","n","n","y"
"21418","38.767","148.653" elev="0","NORTHEAST TOKYO - 450 NM NE of Tokyo, JP","NDBC","Tsunami","dart","n","n","n","y"
"21419","44.401","155.653","KURIL ISLANDS - 209NM SE of Kuril Is. ","NDBC","Tsunami","dart","n","n","n","y"
"21420","28.891","135.022","SOUTHEAST MIYAZAKI - 260NM Southeast of Miyazaki","NDBC","Tsunami","dart","n","n","n","y"
"22101","37.23","126.02","","Korean Meteorological Administration","International Partners","buoy","y","n","n","n"
"22102","34.8","125.77","","Korean Meteorological Administration","International Partners","buoy","y","n","n","n"
"22103","34","127.5","","Korean Meteorological Administration","International Partners","buoy","y","n","n","n"
"22104","34.77","128.9","","Korean Meteorological Administration","International Partners","buoy","y","n","n","n"
"22105","37.53","130","","Korean Meteorological Administration","International Partners","buoy","y","n","n","n"
"22106","36.35","129.78","","Korean Meteorological Administration","International Partners","buoy","y","n","n","n"
"22107","33.08","126.03","","Korean Meteorological Administration","International Partners","buoy","y","n","n","n"
"22108","36.25","125.75","","Korean Meteorological Administration","International Partners","buoy","y","n","n","n"
"23001","0","81" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"23003","-2","81" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"23004","0","90" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"23006","4","90" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"23007","8","90" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"23008","12","90" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"23009","15","90" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"23010","-4","81" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"23011","15","65" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"23012","8","67" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","y","n","n","n"
"23013","4","67" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","y","n","n","n"
"23014","2","67" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","n","n","n","n"
"23015","0","67" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","y","n","n","n"
"23016","-2","67" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","y","n","n","n"
"23017","-4","67" elev="0","","Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction","International Partners","buoy","y","n","n","n"
"23217","3.798","91.701","Bay of Bengal IN3","Indian National Center for Ocean Information Services INDIA","Tsunami","dart","n","n","n","n"
"23218","10.165","88.5","Bay of Bengal IN4","National Institute for Ocean Technology INDIA","Tsunami","dart","n","n","n","n"
"23219","13.472","88.998","Bay of Bengal","Indian National Center for Ocean Information Services INDIA","Tsunami","dart","n","n","n","y"
"23223","17.333","89.483","Bay of Bengal","National Institute for Ocean Technology INDIA","Tsunami","dart","n","n","n","y"
"23225","18.63","67.18","","National Institute for Ocean Technology INDIA","Tsunami","dart","n","n","n","n"
"23226","20.2","67.333","Arabian Sea","National Institute for Ocean Technology INDIA","Tsunami","dart","n","n","n","n"
"23227","6.255","88.792","Bay of Bengal","Indian National Center for Ocean Information Services INDIA","Tsunami","dart","n","n","n","n"
"23228","20.764","65.284","Arabian Sea","Indian National Center for Ocean Information Services INDIA","Tsunami","dart","n","n","n","y"
"23401","8.86","88.55","BAY OF BENGAL - 600 NM WNW of Phuket, Thailand","National Disaster Warning Center (NDWC), Department of Disaster Prevention and Mitigation, Ministry of the Interior, Thailand","Tsunami","dart","n","n","n","y"
"23461","9.541","95.668","ANDAMAN SEA - 180 NM NW of Phuket, Thailand","National Disaster Warning Center (NDWC), Department of Disaster Prevention and Mitigation, Ministry of the Interior, Thailand","Tsunami","dart","n","n","n","y"
"28401","32.384","144.54" elev="0","Kuroshio Extension Observatory (KEO)","NOAA/PMEL","IOOS Partners","buoy","n","n","n","n"
"28906","30","-90","SG121","University of Washington - APL","IOOS Partners","other","n","n","n","n"
"28907","30","-90","SG171","University of Washington - APL","IOOS Partners","other","n","n","n","n"
"28908","30","-90","SG017","University of Washington - APL","IOOS Partners","other","n","n","n","n"
"28909","30","-90","SG123","University of Washington - APL","IOOS Partners","other","n","n","n","n"
"31001","0","-35" elev="0","Samba","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","n","n","n","n"
"31002","4","-38" elev="0","Frevo","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","n","n","n","n"
"31003","-8","-30" elev="0","Para?ba","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","y","n","n","n"
"31004","-14","-32" elev="0","Salvador","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","y","n","n","n"
"31005","-19","-34" elev="0","Espirito Santo","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","y","n","n","n"
"31006","4","-23" elev="0","NE Extension","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","y","n","n","n"
"31007","0","-23" elev="0","Jazz","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","y","n","n","n"
"31051","-25.283","-44.933","Santos","Brazilian Navy Hydrographic Center","International Partners","buoy","n","n","n","n"
"31052","-8.15","-34.567","RECIFE","Brazilian Navy Hydrographic Center","International Partners","buoy","n","n","n","n"
"31053","-32.595","-51.353"," RIO GRANDE DO SUL","Brazilian Navy Hydrographic Center","International Partners","buoy","n","n","n","n"
"32068","-0.888","-81.664","ECUADOR INOCAR - 58 NM West of Manta, Ecuador","Instituto Oceanografico y Antartico de la Armadai (INOCAR)","Tsunami","dart","n","n","n","n"
"32069","0.255","-81.211","ECUADOR INOCAR - 71 NM West of Pedernales, Ecuador   ","Instituto Oceanografico y Antartico de la Armadai (INOCAR)","Tsunami","dart","n","n","n","n"
"32303","5","-95" elev="0","5N 95W","NDBC","TAO","tao" seq="6"
"32304","-5","-95" elev="0","5S 95W","NDBC","TAO","tao" seq="11"
"32305","-8","-95" elev="0","8S 95W","NDBC","TAO","tao" seq="12"
"32315","5","-110" elev="0","5N 110W","NDBC","TAO","tao" seq="13"
"32316","2","-110" elev="0","2N 110W","NDBC","TAO","tao" seq="14"
"32317","-2","-110" elev="0","2S 110W","NDBC","TAO","tao" seq="15"
"32318","-5","-110" elev="0","5S 110W","NDBC","TAO","tao" seq="16"
"32319","-8","-110" elev="0","8S 110W","NDBC","TAO","tao" seq="17"
"32320","2","-95" elev="0","2N 95W","NDBC","TAO","tao" seq="18"
"32321","0","-95" elev="0","0 95W","NDBC","TAO","tao" seq="19"
"32322","-2","-95" elev="0","2S 95W","NDBC","TAO","tao" seq="20"
"32323","0","-110" elev="0","0 110W","NDBC","TAO","tao" seq="21"
"32401","-20.474","-73.421","180 NM West of Iquique, Chile","Hydrographic and Oceanographic Service of the Chilean Navy (SHOA)","Tsunami","dart","n","n","n","y"
"32402","-26.743","-73.983","180 NM  West of Caldera, Chile","Hydrographic and Oceanographic Service of the Chilean Navy (SHOA)","Tsunami","dart","n","n","n","n"
"32403","-23.163","-72.037","91NM West of Antofagasta, Chile","Cooperative Effort DART 4G","Tsunami","dart","n","n","n","y"
"32404","-32.123","-73.799","120 NM NW of Valparaiso","Cooperative Effort DART 4G","Tsunami","dart","n","n","n","y"
"32411","4.958","-90.868","WEST PANAMA - 710 NM WSW of Panama City, Panama","NDBC","Tsunami","dart","n","n","n","y"
"32413","-4.7671","-120.2730","NORTHWEST LIMA - 1000 NM WNW of Lima, Peru","NDBC","Tsunami","dart","n","n","n","n"
"32489","2.998","-79.101","Colombia   121NM SW of Buenaventura, Colombia","DIMAR Colombia","Tsunami","dart","n","n","n","n"
"32st0","-22","-85" elev="0","Stratus","Woods Hole Oceanographic Institution","IOOS Partners","fixed","y","n","y","n"
"34420","-35.758","-75.243","119NM NW of Concepcion, Chile","Cooperative Effort DART 4G","Tsunami","dart","n","n","n","n"
"41001","34.775","-72.167" elev="0","EAST HATTERAS - 150 NM East of Cape Hatteras","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"41002","31.762","-74.957" elev="0","SOUTH HATTERAS - 225 NM South of Cape Hatteras","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"41004","32.502","-79.099" elev="0","EDISTO - 41 NM Southeast of Charleston, SC","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"41008","31.4","-80.866" elev="0","GRAYS REEF - 40 NM Southeast of Savannah, GA","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"41009","28.508","-80.185" elev="0","CANAVERAL 20 NM East of Cape Canaveral, FL","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"41010","28.878","-78.485" elev="0","CANAVERAL EAST - 120NM East of Cape Canaveral","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"41013","33.441","-77.764" elev="0","Frying Pan Shoals, NC","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"41024","33.837","-78.477" elev="0","Sunset Nearshore, NC (SUN2)","CORMP","IOOS Partners","buoy","y","n","y","n"
"41025","35.01","-75.454" elev="0","Diamond Shoals, NC","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"41026","12","-38" elev="0","Forro","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","n","n","n","n"
"41029","32.803","-79.624" elev="0","Capers Nearshore, SC (CAP2)","CORMP","IOOS Partners","buoy","y","n","y","n"
"41033","32.279","-80.406" elev="0","Fripp Nearshore, SC (FRP2)","CORMP","IOOS Partners","buoy","y","n","y","n"
"41037","33.988","-77.362" elev="0","Wrightsville Beach Offshore, NC (ILM3)","CORMP","IOOS Partners","buoy","y","n","y","n"
"41038","34.141","-77.715" elev="0","Wrightsville Beach Nearshore, NC (ILM2)","CORMP","IOOS Partners","buoy","y","n","y","n"
"41040","14.542","-53.341" elev="0","NORTH EQUATORIAL ONE- 470 NM East of Martinique","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"41041","16.0753","-50.4805" elev="0","NORTH EQUATORIAL TWO - 890 NM East of Martinique ","NDBC","NDBC Meteorological/Ocean","buoy","n","n","n","n"
"41043","21.03","-64.79" elev="0","NE PUERTO RICO - 170 NM NNE of San Juan, PR","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"41044","21.582","-58.63" elev="0","NE ST MARTIN - 330 NM NE St Martin Is","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"41046","23.822","-68.384" elev="0","EAST BAHAMAS - 335 NM East of San Salvador Is,  Bahamas ","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"41047","27.463","-71.466" elev="0","NE BAHAMAS - 350 NM ENE of Nassau, Bahamas","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"41048","31.831","-69.573" elev="0","WEST BERMUDA - 240 NM West of Bermuda","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"41049","27.49","-62.938" elev="0","SOUTH BERMUDA - 300 NM SSE of Bermuda","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"41052","18.249","-64.763" elev="0","South of St. John, VI","Caribbean Integrated Coastal Ocean Observing System (CarICoos)","IOOS Partners","buoy","y","y","y","n"
"41053","18.474","-66.099" elev="0","San Juan, PR","Caribbean Integrated Coastal Ocean Observing System (CarICoos)","IOOS Partners","buoy","y","y","y","n"
"41056","18.261","-65.464" elev="0","Vieques Island, PR","Caribbean Integrated Coastal Ocean Observing System (CarICoos)","IOOS Partners","buoy","y","y","y","n"
"41058","18.476","-65.157" elev="0","North of St. Thomas, VI","Caribbean Integrated Coastal Ocean Observing System (CarICoos)","IOOS Partners","buoy","n","n","n","n"
"41060","14.824","-51.017" elev="0","Woods Hole Northwest Tropical Atlantic Wave Station","Woods Hole Oceanographic Institution","IOOS Partners","buoy","n","n","n","n"
"41064","34.207","-76.949" elev="0","Onslow Bay Outer, NC (LEJ3)","CORMP","IOOS Partners","buoy","y","n","y","n"
"41065","32.802","-79.619" elev="0","Capers Nearshore Waves (CAP2WAVE)","CORMP","IOOS Partners","buoy","y","n","n","n"
"41108","33.722","-78.016" elev="0","Wilmington Harbor, NC - (200)","SCRIPPS","IOOS Partners","buoy","y","y","n","n"
"41110","34.142","-77.715" elev="0","Masonboro Inlet, ILM2, NC (150)","CORMP","IOOS Partners","buoy","y","n","n","n"
"41112","30.709","-81.292" elev="0","Offshore Fernandina Beach, FL (132)","SCRIPPS","IOOS Partners","buoy","y","y","n","n"
"41113","28.4","-80.533" elev="0","Cape Canaveral Nearshore, FL (143)","SCRIPPS","IOOS Partners","buoy","y","n","n","n"
"41114","27.551","-80.217" elev="0","Fort Pierce, FL (134)","SCRIPPS","IOOS Partners","buoy","y","n","n","n"
"41115","18.376","-67.28" elev="0","Rincon, Puerto Rico (181)","Caribbean Integrated Coastal Ocean Observing System (CarICoos)","IOOS Partners","buoy","y","n","n","n"
"41117","30","-81.08" elev="0","St. Augustine, FL (194)","U.S. Army Corps of Engineers","IOOS Partners","buoy","y","y","n","n"
"41120","35.259","-75.286","Cape Hatteras East, NC (250)","SCRIPPS","IOOS Partners","buoy","y","n","n","n"
"41121","18.49","-66.701" elev="0","Arecibo, Puerto Rico (249)","Caribbean Integrated Coastal Ocean Observing System (CarICoos)","IOOS Partners","buoy","y","n","n","n"
"41139","20","-38" elev="0","","Prediction and Research Moored Array in the Atlantic","International Partners","buoy","y","n","n","n"
"41159","34.213","-76.949" elev="0","Onslow Bay Outer, NC (217)","CORMP","IOOS Partners","buoy","y","n","n","n"
"41300","15.85","-57.467","West Indies","Meteo France","International Partners","other","n","n","n","n"
"41420","23.37","-67.517","NORTH SANTO DOMINGO - 328NM NNE of Santo Domingo, DO","NDBC","Tsunami","dart","n","n","n","y"
"41421","23.373","-63.902","NORTH ST THOMAS - 300 NM North of St Thomas, Virgin Is","NDBC","Tsunami","dart","n","n","n","n"
"41425","28.633","-65.65","SOUTHWEST BERMUDA - 200 NM SSW of Hamilton, Bermuda","NDBC","Tsunami","dart","n","n","n","n"
"41nt0","15","-51" elev="0","NTAS - Northwest Tropical Atlantic","Woods Hole Oceanographic Institution","IOOS Partners","fixed","y","n","y","n"
"41x01","35.6784","-47.4925" elev="0","Adrift from 41001, 150nm E of Cape Hatteras","NDBC","NDBC Meteorological/Ocean","other","n","n","n","n"
"42001","25.942","-89.657" elev="0","MID GULF - 180 nm South of Southwest Pass, LA","NDBC","NDBC Meteorological/Ocean","other","n","n","n","n"
"42002","26.055","-93.646" elev="0","WEST GULF - 207 NM East of Brownsville, TX","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"42003","25.925","-85.615" elev="0","East GULF - 208 NM West of Naples, FL","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"42012","30.06","-87.548" elev="0","ORANGE BEACH - 44 NM SE of Mobile, AL","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"42013","27.173","-82.924" elev="0","C10 - WFS Central Buoy, 25m Isobath","COMPS (University of South Florida)","IOOS Partners","buoy","y","y","y","n"
"42019","27.91","-95.345" elev="0","FREEPORT, TX - 60 NM South of Freeport, TX","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"42020","26.968","-96.693" elev="0","CORPUS CHRISTI, TX - 60NM SSE of Corpus Christi, TX","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"42022","27.505","-83.741" elev="0","C12 - WFS Central Buoy, 50m Isobath","COMPS (University of South Florida)","IOOS Partners","buoy","y","y","y","n"
"42023","26.01","-83.086" elev="0","C13 - WFS South Buoy, 50m Isobath","COMPS (University of South Florida)","IOOS Partners","buoy","y","y","y","n"
"42026","25.171","-83.475" elev="0","Loop Current Pressure Point Buoy, 70m Isobath","COMPS (University of South Florida)","IOOS Partners","buoy","y","y","y","n"
"42031","30.09","-88.212" elev="0","West End CP, AL","Dauphin Island Sea Lab","IOOS Partners","buoy","n","n","n","n"
"42035","29.232","-94.413" elev="0","GALVESTON,TX -  22 NM East of Galveston, TX","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"42036","28.501","-84.508" elev="0","WEST TAMPA  - 112 NM WNW of Tampa, FL","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"42039","28.787","-86.007" elev="0","PENSACOLA - 115NM SSE of Pensacola, FL","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"42040","29.207","-88.237" elev="0","LUKE OFFSHORE TEST PLATFORM - 63 NM South of Dauphin Island, AL","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"42043","28.982","-94.899" elev="0","TGLO TABS Buoy B","TABS","IOOS Partners","buoy","n","n","n","n"
"42044","26.191","-97.051" elev="0","TGLO TABS Buoy J","TABS","IOOS Partners","buoy","n","n","n","n"
"42045","26.217","-96.5" elev="0","TGLO TABS Buoy K","TABS","IOOS Partners","buoy","n","n","n","n"
"42048","27.939","-96.843" elev="0","TABS D","TABS","IOOS Partners","buoy","n","n","n","n"
"42049","28.351","-96.006" elev="0","TABS W","TABS","IOOS Partners","buoy","n","n","n","n"
"42050","28.842","-94.242" elev="0","TABS F","TABS","IOOS Partners","buoy","n","n","n","n"
"42051","29.635","-93.642" elev="0","TABS R","TABS","IOOS Partners","buoy","n","n","n","n"
"42055","22.124","-93.941" elev="0","BAY OF CAMPECHE - 214 NM NE of Veracruz, MX","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"42056","19.82","-84.945" elev="0"," Yucatan Basin - 120 NM ESE of Cozumel, MX","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"42057","16.908","-81.422" elev="0","Western Caribbean - 195 NM WSW of Negril, Jamaica","NDBC","NDBC Meteorological/Ocean","buoy","n","n","n","n"
"42058","14.394","-74.816" elev="0","Central Caribbean - 210 NM SSE of Kingston, Jamaica","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"42059","15.287","-67.477" elev="0","Eastern Caribbean Sea - 180 NM SSW of Ponce, PR","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"42060","16.433","-63.331" elev="0","Caribbean Valley - 63 NM WSW of Montserrat","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"42067","30.05","-88.583" elev="0","USM-R1","USM","IOOS Partners","other","n","n","n","n"
"42084","28.988","-89.649" elev="0","Southwest Pass Entrance W, LA (256)","SCRIPPS","IOOS Partners","buoy","y","y","n","n"
"42085","17.869","-66.532" elev="0","Southeast of Ponce, PR","Caribbean Integrated Coastal Ocean Observing System (CarICoos)","IOOS Partners","buoy","y","y","n","n"
"42091","29.087","-92.506" elev="0","Trinity Shoal, LA (255)","SCRIPPS","IOOS Partners","buoy","y","n","n","n"
"42092","27.766","-96.979","Aransas Pass Channel Entrance S, TX (252)","Conrad Blucher Institute (CBI) for Surveying and Science, Texas A&amp;M University-Corpus Christi","IOOS Partners","buoy","n","n","n","n"
"42095","24.407","-81.967" elev="0","Satan Shoal, FL (244)","U.S. Army Corps of Engineers","IOOS Partners","buoy","y","y","n","n"
"42097","25.701","-83.65" elev="0","Pulley Ridge, FL (226)","U.S. Army Corps of Engineers","IOOS Partners","buoy","y","n","n","n"
"42098","27.59","-82.931" elev="0","Egmont Channel Entrance, FL (214)","Greater Tampa Bay Marine Advisory Council-PORTS","IOOS Partners","buoy","y","n","n","n"
"42099","27.345","-84.275" elev="0","Offshore St. Petersburg, FL (144)","SCRIPPS","IOOS Partners","buoy","y","n","n","n"
"42407","15.229","-68.188","SOUTH PUERTO RICO - 230 NM Southwest of San Juan, PR","NDBC","Tsunami","dart","n","n","n","y"
"42409","25.9","-89.287","GULF OF MEXICO - 247 NM South of New Orleans, LA","NDBC","Tsunami","dart","n","n","n","y"
"43001","8","-110" elev="0","8N 110W","NDBC","TAO","tao" seq="22"
"43301","8","-95" elev="0","8N 95W","NDBC","TAO","tao" seq="23"
"43412","16.045","-106.967","SOUTHWEST MANZANILLO - 240 NM SW of Manzanillo, MX","NDBC","Tsunami","dart","n","n","n","n"
"43413","12.3396","-101.4820" elev="0","SOUTH ACAPULCO - 360NM South of Acapulco, MX","NDBC","Tsunami","dart","n","n","n","n"
"44005","43.201","-69.127" elev="0","GULF OF MAINE - 78 NM East of Portsmouth, NH","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"44007","43.525","-70.14" elev="0","PORTLAND - 12 NM Southeast of Portland,ME","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"44008","40.503","-69.264" elev="0","NANTUCKET 54 NM Southeast of Nantucket","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"44009","38.451","-74.684" elev="0","DELAWARE BAY 26 NM Southeast of Cape May, NJ","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"44011","41.093","-66.562" elev="0","GEORGES BANK 170 NM East of Hyannis, MA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"44013","42.346","-70.651" elev="0","BOSTON 16 NM East of Boston, MA","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"44014","36.609","-74.842" elev="0","VIRGINIA BEACH 64 NM East of Virginia Beach, VA","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"44017","40.693","-72.049" elev="0","MONTAUK POINT - 23 NM SSW of Montauk Point, NY","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"44018","42.206","-70.143" elev="0","CAPE COD - 9 NM North of Provincetown, MA","NDBC","NDBC Meteorological/Ocean","other","n","n","n","n"
"44020","41.493","-70.279" elev="0","NANTUCKET SOUND","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"44022","40.883","-73.728" elev="0","Execution Rocks","MYSOUND","IOOS Partners","buoy","y","n","n","n"
"44024","42.325","-65.909" elev="0","Buoy N01 - Northeast Channel","Northeastern Regional Association of Coastal Ocean Observing Systems","IOOS Partners","buoy","y","y","y","n"
